id,type,name,url
amnhp_1002015,Person,"Stout, Gardner D.",http://data.library.amnh.org/archives-authorities/id/amnhp_1002015
amnhc_4000021,Permanent Exhibition,American Museum of Natural History. Grand Gallery.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000021
amnhc_5000627,Temporary Exhibition,Ancient Peruvian Feather Mantles (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000627
amnhc_5000620,Temporary Exhibition,Animal Paintings by Ivan Sanderson (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000620
amnhc_5000680,Temporary Exhibition,Army Chaplains Corps (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000680
amnhc_5000606,Temporary Exhibition,Brazil's Mineral Treasures (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000606
amnhc_5000782,Temporary Exhibition,Butterflies of a New York Spring (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000782
amnhc_5000131,Temporary Exhibition,Casts of Maya Heads (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000131
amnhc_5000621,Temporary Exhibition,Charcoal Drawings of Mexico by B.H. Rosenbaum (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000621
amnhc_5000676,Temporary Exhibition,Colorful Congo Uranium (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000676
amnhc_5000232,Temporary Exhibition,Costumes of the East (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000232
amnhc_5000570,Temporary Exhibition,Cowry Shells (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000570
amnhc_5000625,Temporary Exhibition,Drawings of Animals by George Sklar (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000625
amnhc_5000679,Temporary Exhibition,Famous Animals You Should Know (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000679
amnhc_5000558,Temporary Exhibition,Fishing Equipment (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000558
amnhc_5000026,Temporary Exhibition,Food Values and Economics (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000026
amnhc_5000134,Temporary Exhibition,How Exhibits Are Made (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000134
amnhc_5000786,Temporary Exhibition,Ipiutak Death Mask (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000786
amnhc_5000784,Temporary Exhibition,Jewelled Nepalese Plaque (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000784
amnhc_5000700,Temporary Exhibition,Life Mask of Abraham Lincoln (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000700
amnhc_5000641,Temporary Exhibition,Live Army Ants (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000641
amnhc_5000710,Temporary Exhibition,Live Army Ants On Display (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000710
amnhc_5000789,Temporary Exhibition,Live New Guinea Pythons (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000789
amnhc_5000630,Temporary Exhibition,Mineralogical Stamp Collection (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000630
amnhc_5000793,Temporary Exhibition,"Original Watercolors Illustrating Eagles, Hawks and Falcons of the World (Exhibition)",http://data.library.amnh.org/archives-authorities/id/amnhc_5000793
amnhc_5000709,Temporary Exhibition,Philippine Costumes (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000709
amnhc_5000615,Temporary Exhibition,Photographs of Guahibo Indians (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000615
amnhc_5000785,Temporary Exhibition,Pre-Columbian Clay Figurines (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000785
amnhc_5000925,Temporary Exhibition,Pre-War Okinawan Culture (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000925
amnhc_5000622,Temporary Exhibition,"Radio-Activity of ""Atomic"" Glass (Exhibition)",http://data.library.amnh.org/archives-authorities/id/amnhc_5000622
amnhc_5000707,Temporary Exhibition,"Raffles, World's Most Famous Talking Bird (Exhibition)",http://data.library.amnh.org/archives-authorities/id/amnhc_5000707
amnhc_5000646,Temporary Exhibition,Rare African Butterflies (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000646
amnhc_5000573,Temporary Exhibition,Rare Butterfly Exhibit (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000573
amnhc_5000787,Temporary Exhibition,Rare Japanese Theater Masks (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000787
amnhc_5000796,Temporary Exhibition,Rare Letter and Portrait of Baron Alexander von Humboldt (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000796
amnhc_5000611,Temporary Exhibition,Rare Peruvian Objects (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000611
amnhc_5000626,Temporary Exhibition,Rare Tibetan Plaque (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000626
amnhc_5000610,Temporary Exhibition,Raw Materials of the Atomic Bomb (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000610
amnhc_5000616,Temporary Exhibition,Spelunking in New England (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000616
amnhc_5000677,Temporary Exhibition,Stuffed Turkey (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000677
amnhc_5000773,Temporary Exhibition,Surinam Portfolio (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000773
amnhc_5000096,Temporary Exhibition,The Animals' Christmas Dinner (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000096
amnhc_5000791,Temporary Exhibition,The Life of Barnacles (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000791
amnhc_5000792,Temporary Exhibition,The Original Act of Incorporation of the American Museum of Natural History (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000792
amnhc_5000111,Temporary Exhibition,The Three Bears' Christmas (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000111
amnhc_5000681,Temporary Exhibition,The Western Hemisphere Looks at its Future (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000681
amnhc_5000795,Temporary Exhibition,Three Types of Rocks (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000795
amnhc_5000748,Temporary Exhibition,Tibetan Banners (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000748
amnhc_5000135,Temporary Exhibition,Transparent Woman (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000135
amnhc_4000022,Permanent Exhibition,American Museum of Natural History. Hall of African Peoples.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000022
amnhc_4000122,Permanent Exhibition,American Museum of Natural History. Hall of African Ethnology.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000122
http://id.loc.gov/authorities/names/n79107735,,British Museum,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n79107735
http://id.loc.gov/authorities/names/n79063288,,Brooklyn Museum,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n79063288
http://id.loc.gov/authorities/names/n83228904,,Coryndon Memorial Museum,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n83228904
http://id.loc.gov/authorities/names/n82254851,,Fort Jesus Museum,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n82254851
amnhp_1000775,Person,"Gardiner, Henry 1916-",http://data.library.amnh.org/archives-authorities/id/amnhp_1000775
http://id.loc.gov/authorities/names/n80107530,,Rhodes-Livingstone Institute,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n80107530
http://id.loc.gov/authorities/names/n80051797,,Royal Ontario Museum,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n80051797
amnhp_1002121,Person,"Turnbull, Colin M.",http://data.library.amnh.org/archives-authorities/id/amnhp_1002121
http://id.loc.gov/authorities/names/n84226357,,Uganda Museum,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n84226357
http://id.loc.gov/authorities/names/n90687613,,University of Pennsylvania. University Museum of Archaeology and Anthropology,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n90687613
amnhc_4000023,Permanent Exhibition,American Museum of Natural History. Hall of Animal Behavior.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000023
amnhc_4000024,Permanent Exhibition,American Museum of Natural History. Hall of Biodiversity.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000024
amnhp_1000452,Person,"Cracraft, Joel",http://data.library.amnh.org/archives-authorities/id/amnhp_1000452
amnhp_1000636,Person,"Eldredge, Niles",http://data.library.amnh.org/archives-authorities/id/amnhp_1000636
amnhp_1000861,Person,"Grifo, Francesca",http://data.library.amnh.org/archives-authorities/id/amnhp_1000861
http://id.loc.gov/authorities/names/n90712429,,"Kamen, Harry P.",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n90712429
http://id.loc.gov/authorities/names/n83054974,,Metropolitan Life Foundation,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n83054974
http://id.loc.gov/authorities/names/n50005737,,Monsanto Company,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n50005737
http://id.loc.gov/authorities/names/n79005681,,National Science Foundation (U.S.),http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n79005681
http://id.loc.gov/authorities/names/n89625224,,New York Times Company Foundation,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n89625224
http://id.loc.gov/authorities/names/n2004000943,,Polshek Partnership Architects,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n2004000943
amnhc_4000025,Permanent Exhibition,American Museum of Natural History. Hall of Birds of the World (1929-),http://data.library.amnh.org/archives-authorities/id/amnhc_4000025
amnhp_1000261,Person,"Brewster, Frederick F.",http://data.library.amnh.org/archives-authorities/id/amnhp_1000261
http://id.loc.gov/authorities/names/n79118913,,"Hudson, W. H. (William Henry), 1841-1922",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n79118913
amnhp_1001047,Person,"Huntington, Archer M. (Archer Milton) 1870-1955",http://data.library.amnh.org/archives-authorities/id/amnhp_1001047
amnhp_1001123,Person,"Kalmenoff, Matthew",http://data.library.amnh.org/archives-authorities/id/amnhp_1001123
amnhp_1001321,Person,"MacKenzie, Frank J.",http://data.library.amnh.org/archives-authorities/id/amnhp_1001321
amnhc_5000355,Temporary Exhibition,South of Winter: Scenes from the Aransas Wildlife Refuge (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000355
amnhp_1001994,Person,"Sterling, Robert D.",http://data.library.amnh.org/archives-authorities/id/amnhp_1001994
amnhc_5000436,Temporary Exhibition,To Preserve Tibetan Culture: Monks Demonstrate a Modern Craft (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000436
http://id.loc.gov/authorities/names/n82032264,,"Whitney, C. V. (Cornelius Vanderbilt), 1899-1992",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n82032264
amnhc_4000032,Permanent Exhibition,American Museum of Natural History. Hall of Late Dinosaurs.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000032
amnhc_4000027,Permanent Exhibition,American Museum of Natural History. Hall of Early Mammals.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000027
amnhc_4000033,Permanent Exhibition,American Museum of Natural History. Hall of Late Mammals.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000033
amnhc_4000049,Permanent Exhibition,American Museum of Natural History. Hall of Primitive Mammals.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000049
amnhp_1001592,Person,"Patsuris, Mary",http://data.library.amnh.org/archives-authorities/id/amnhp_1001592
amnhp_1001848,Person,"Schaeffer, Bobb 1913-2004",http://data.library.amnh.org/archives-authorities/id/amnhp_1001848
amnhp_1001923,Person,"Simpson, George Gaylord 1902-1984",http://data.library.amnh.org/archives-authorities/id/amnhp_1001923
amnhc_4000028,Permanent Exhibition,American Museum of Natural History. Hall of Eastern Woodlands Indians.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000028
amnhp_1000361,Person,"Catlin, George 1796-1872",http://data.library.amnh.org/archives-authorities/id/amnhp_1000361
amnhc_4000046,Permanent Exhibition,American Museum of Natural History. Hall of Plains Indians.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000046
amnhp_1001444,Person,"Mills, Ogden 1856-1929",http://data.library.amnh.org/archives-authorities/id/amnhp_1001444
amnhc_4000029,Permanent Exhibition,American Museum of Natural History. Hall of Fishes of the World.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000029
amnhp_1000860,Person,"Grey, Zane 1872-1939",http://data.library.amnh.org/archives-authorities/id/amnhp_1000860
amnhp_1001257,Person,"Lerner, Michael 1890-1978",http://data.library.amnh.org/archives-authorities/id/amnhp_1001257
amnhc_4000030,Permanent Exhibition,American Museum of Natural History. Hall of Geology and Invertebrate Palaeontology.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000030
amnhp_1000880,Person,"Haas, Otto, 1887-1976",http://data.library.amnh.org/archives-authorities/id/amnhp_1000880
amnhp_1001728,Person,"Reeds, Chester A. (Chester Albert), 1882-1968",http://data.library.amnh.org/archives-authorities/id/amnhp_1001728
amnhc_4000087,Permanent Exhibition,Ward-Coonley Meteorites (Collection),http://data.library.amnh.org/archives-authorities/id/amnhc_4000087
amnhc_4000003,,Anne and Bernard Spitzer Hall of Human Origins,http://data.library.amnh.org/archives-authorities/id/ amnhc_4000003
amnhc_4000057,,Hall of the Natural History of Man,http://data.library.amnh.org/archives-authorities/id/ amnhc_4000057
amnhp_1001750,Person,"Riesenfeld, Alphonse",http://data.library.amnh.org/archives-authorities/id/amnhp_1001750
http://id.loc.gov/authorities/names/n50049096,,"Rockefeller, John D., III (John Davison), 1906-1978",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n50049096
amnhp_1001889,Person,"Shapiro, Harry L. (Harry Lionel), 1902-1990",http://data.library.amnh.org/archives-authorities/id/amnhp_1001889
amnhc_5000469,Temporary Exhibition,"Scientists and Journalists: One Story, Two Voices: A Century of Science Reporting in The New York Times (Exhibition)",http://data.library.amnh.org/archives-authorities/id/amnhc_5000469
amnhc_5000423,Temporary Exhibition,Back to the Gobi (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000423
amnhp_1000278,Person,"Brown, Barnum",http://data.library.amnh.org/archives-authorities/id/amnhp_1000278
amnhc_5000302,Temporary Exhibition,The Making of a Dinosaur (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000302
http://id.loc.gov/authorities/names/n93029765,,"Dingus, Lowell",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n93029765
amnhc_5000006,Temporary Exhibition,Evolution of the Horse: Sysonby (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000006
amnhc_4000056,Permanent Exhibition,American Museum of Natural History. Hall of the Age of Man.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000056
amnhc_5000005,Temporary Exhibition,Museum Art and Methods (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000005
amnhc_4000078,Permanent Exhibition,American Museum of Natural History. Paul and Irma Milstein Hall of Advanced Mammals.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000078
amnhc_4000034,Permanent Exhibition,American Museum of Natural History. Hall of Living Invertebrates.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000034
amnhp_1000209,Person,"Bliss, Dorothy E.",http://data.library.amnh.org/archives-authorities/id/amnhp_1000209
amnhp_1000652,Person,"Emerson, William K.",http://data.library.amnh.org/archives-authorities/id/amnhp_1000652
amnhp_1000790,Person,"Gertsch, Willis John 1906-",http://data.library.amnh.org/archives-authorities/id/amnhp_1000790
amnhp_1000845,Person,"Gray, Alice 1914-1994",http://data.library.amnh.org/archives-authorities/id/amnhp_1000845
amnhp_1001165,Person,"Kirsteuer, Ernst",http://data.library.amnh.org/archives-authorities/id/amnhp_1001165
amnhp_1001349,Person,"Mantel, Linda",http://data.library.amnh.org/archives-authorities/id/amnhp_1001349
amnhp_1001793,Person,"Rozen, Jerome George 1928-",http://data.library.amnh.org/archives-authorities/id/amnhp_1001793
amnhc_4000035,Permanent Exhibition,American Museum of Natural History. Hall of Mammals.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000035
amnhp_1000018,Person,"Akeley, Delia J. (Delia Julia), 1875?-1970",http://data.library.amnh.org/archives-authorities/id/amnhp_1000018
amnhc_4000036,Permanent Exhibition,American Museum of Natural History. Hall of Mexico and Central America.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000036
amnhp_1000635,Person,"Ekholm, Gordon F. (Gordon Frederick) 1909-1987",http://data.library.amnh.org/archives-authorities/id/amnhp_1000635
http://id.loc.gov/authorities/names/nr88004504,,"Loubat, J. F. (Joseph Florimond), 1831-1927",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/nr88004504
http://id.loc.gov/authorities/names/nr2002004656,,"Keith, Minor Cooper, 1848-1929",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/nr2002004656
amnhp_1001526,Person,"Niven, William 1850-1937",http://data.library.amnh.org/archives-authorities/id/amnhp_1001526
amnhp_1001845,Person,"Saville, Marshall H. (Marshall Howard) 1867-1935",http://data.library.amnh.org/archives-authorities/id/amnhp_1001845
amnhp_1001979,Person,"Spinden, Herbert Joseph 1879-1967",http://data.library.amnh.org/archives-authorities/id/amnhp_1001979
amnhp_1002088,Person,"Thompson, Edward Herbert 1860-1935",http://data.library.amnh.org/archives-authorities/id/amnhp_1002088
amnhp_1002137,Person,"Vaillant, George Clapp 1901-1945",http://data.library.amnh.org/archives-authorities/id/amnhp_1002137
amnhc_4000037,Permanent Exhibition,American Museum of Natural History. Hall of Mollusks and Mankind.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000037
amnhc_5000427,Temporary Exhibition,Arctic Art: The Harry Goldsmith Collection of Inuit Soapstone Sculptures (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000427
amnhp_1000128,Person,"Batten, Roger Lyman",http://data.library.amnh.org/archives-authorities/id/amnhp_1000128
amnhc_5000380,Temporary Exhibition,Collector's Choice: Seashells of Nathan L. Halpern (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000380
amnhp_1000687,Person,"Feinberg, Harold S.",http://data.library.amnh.org/archives-authorities/id/amnhp_1000687
amnhp_1001550,Person,"Old, William E.",http://data.library.amnh.org/archives-authorities/id/amnhp_1001550
amnhc_4000038,Permanent Exhibition,American Museum of Natural History. Hall of Mongolian Vertebrates.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000038
amnhc_4000039,Permanent Exhibition,American Museum of Natural History. Hall of New York City Birds.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000039
amnhc_4000040,Permanent Exhibition,American Museum of Natural History. Hall of New York State Mammals.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000040
amnhc_4000121,Permanent Exhibition,American Museum of Natural History. Local Birds.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000121
amnhc_4000075,Permanent Exhibition,American Museum of Natural History. New York State Exhibits.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000075
amnhc_4000041,Permanent Exhibition,American Museum of Natural History. Hall of North American Forests.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000041
amnhp_1000280,Person,"Brown, Lewis Stacy",http://data.library.amnh.org/archives-authorities/id/amnhp_1000280
http://id.loc.gov/authorities/names/no2002031467,,"Munro, Alan R.",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/no2002031467
amnhp_1001512,Person,"Newbery, Tomas Horacio 1928-",http://data.library.amnh.org/archives-authorities/id/amnhp_1001512
amnhp_1001530,Person,"Nocera, Joseph",http://data.library.amnh.org/archives-authorities/id/amnhp_1001530
amnhp_1002106,Person,"Tornell, Charles B.",http://data.library.amnh.org/archives-authorities/id/amnhp_1002106
amnhp_1000654,Person,"Emmons, George Thornton",http://data.library.amnh.org/archives-authorities/id/amnhp_1000654
amnhp_1000814,Person,"Goddard, Pliny Earle 1869-1928",http://data.library.amnh.org/archives-authorities/id/amnhp_1000814
http://id.loc.gov/authorities/names/nr2001034497,,"Hunt, Richard, 1951-",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/nr2001034497
amnhp_1001377,Person,"Mayer, Caspar 1871-1931",http://data.library.amnh.org/archives-authorities/id/amnhp_1001377
amnhp_1001560,Person,"Operti, Albert 1852-1927",http://data.library.amnh.org/archives-authorities/id/amnhp_1001560
amnhp_1002066,Person,"Taylor, William S. 1882-1968",http://data.library.amnh.org/archives-authorities/id/amnhp_1002066
amnhc_5000507,Temporary Exhibition,The First Europeans: Treasures from the Hills of Atapuerca (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000507
amnhp_1002214,Person,"Weitzner, Bella",http://data.library.amnh.org/archives-authorities/id/amnhp_1002214
amnhc_4000043,Permanent Exhibition,American Museum of Natural History. Hall of Oil Geology.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000043
amnhp_1001513,Person,"Newell, Norman Dennis, 1909-2005",http://data.library.amnh.org/archives-authorities/id/amnhp_1001513
http://id.loc.gov/authorities/names/no92009000,,Standard Oil Company of New Jersey,http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/no92009000
amnhc_4000044,Permanent Exhibition,American Museum of Natural History. Hall of Ornithischian Dinosaurs.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000044
amnhp_1000764,Person,"Gaffney, Eugene S.",http://data.library.amnh.org/archives-authorities/id/amnhp_1000764
amnhc_4000052,Permanent Exhibition,American Museum of Natural History. Hall of Saurischian Dinosaurs.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000052
http://id.loc.gov/authorities/names/no2012080737,,"Koch, David H., 1940-",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/no2012080737
amnhp_1001533,Person,"Norell, Mark",http://data.library.amnh.org/archives-authorities/id/amnhp_1001533
amnhp_1001537,Person,"Novacek, Michael J.",http://data.library.amnh.org/archives-authorities/id/amnhp_1001537
amnhp_1001086,Person,"Janson, Andrew R. 1900-",http://data.library.amnh.org/archives-authorities/id/amnhp_1001086
http://id.loc.gov/authorities/names/no96014775,,"Veatch, A. C. (Arthur Clifford), 1878-1938",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/no96014775
amnhp_1000540,Person,"Deming, Edwin Willard 1860-1942",http://data.library.amnh.org/archives-authorities/id/amnhp_1000540
amnhc_4000047,Permanent Exhibition,American Museum of Natural History. Hall of Prehistoric Cultures.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000047
amnhp_1002160,Person,"Volk, Ernest 1845-1919",http://data.library.amnh.org/archives-authorities/id/amnhp_1002160
amnhc_4000048,Permanent Exhibition,American Museum of Natural History. Hall of Primates.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000048
http://id.loc.gov/authorities/names/no90007122,,"Wallace, Lila Acheson, 1887-1984",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/no90007122
amnhc_4000050,Permanent Exhibition,American Museum of Natural History. Hall of Public Health.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000050
amnhp_1000410,Person,"Coleman, Laurence Vail 1893-1982",http://data.library.amnh.org/archives-authorities/id/amnhp_1000410
amnhp_1001082,Person,"James, Walter B.",http://data.library.amnh.org/archives-authorities/id/amnhp_1001082
amnhp_1000145,Person,"Beebe, William 1877-1962",http://data.library.amnh.org/archives-authorities/id/amnhp_1000145
amnhp_1000170,Person,"Bergmann, Eugene",http://data.library.amnh.org/archives-authorities/id/amnhp_1000170
amnhp_1000206,Person,"Blaschke, Frederic A. 1881-1938",http://data.library.amnh.org/archives-authorities/id/amnhp_1000206
amnhc_5000598,Temporary Exhibition,Live Snakes and Peepers (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000598
amnhp_1002440,Person,"Marsh, Richard Oglesby",http://data.library.amnh.org/archives-authorities/id/amnhp_1002440
amnhc_5000574,Temporary Exhibition,Mimicry Among Snakes (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000574
amnhc_4000054,Permanent Exhibition,American Museum of Natural History. Hall of South American Peoples.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000054
http://id.loc.gov/authorities/names/n85184425,,"Behrman, Grant G.",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n85184425
amnhp_1000161,Person,"Bennett, Wendell Clark 1905-1953",http://data.library.amnh.org/archives-authorities/id/amnhp_1000161
amnhp_1000192,Person,"Bird, Junius Bouton 1907-1982",http://data.library.amnh.org/archives-authorities/id/amnhp_1000192
amnhp_1000341,Person,"Carneiro, Robert L. (Robert Leonard) 1927-",http://data.library.amnh.org/archives-authorities/id/amnhp_1000341
http://id.loc.gov/authorities/names/n85184427,,"Dierbeck, Robert",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n85184427
http://id.loc.gov/authorities/names/n88268373,,"Dutilleux, Jean-Pierre",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n88268373
http://id.loc.gov/authorities/names/n84002597,,"Kiley, Richard",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n84002597
amnhp_1001404,Person,"Mead, Charles W. (Charles Williams) 1845-1928",http://data.library.amnh.org/archives-authorities/id/amnhp_1001404
amnhp_1001465,Person,"Morgan, J. Pierpont (John Pierpont) 1837-1913",http://data.library.amnh.org/archives-authorities/id/amnhp_1001465
amnhp_1001475,Person,"Morris, Craig 1939-2006",http://data.library.amnh.org/archives-authorities/id/amnhp_1001475
amnhp_1001559,Person,"Olson, Ronald L. (Ronald Leroy) 1895-1979",http://data.library.amnh.org/archives-authorities/id/amnhp_1001559
http://id.loc.gov/authorities/names/n85184428,,"Yost, James",http://data.library.amnh.org/archives-authorities/id/http://id.loc.gov/authorities/names/n85184428
amnhp_1000596,Person,"Dubois, Eugène 1858-1940",http://data.library.amnh.org/archives-authorities/id/amnhp_1000596
amnhp_1000957,Person,"Hellman, Milo 1872-1947",http://data.library.amnh.org/archives-authorities/id/amnhp_1000957
amnhp_1001648,Person,"Pinkley, George",http://data.library.amnh.org/archives-authorities/id/amnhp_1001648
amnhp_1001774,Person,"Roigneau, Marcelle",http://data.library.amnh.org/archives-authorities/id/amnhp_1001774
amnhp_1002211,Person,"Weidenreich, Franz, 1873-1948",http://data.library.amnh.org/archives-authorities/id/amnhp_1002211
amnhc_4000057,Permanent Exhibition,American Museum of Natural History. Hall of the Natural History of Man.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000057
amnhp_1000259,Person,"Brewer, George",http://data.library.amnh.org/archives-authorities/id/amnhp_1000259
amnhc_5000623,Temporary Exhibition,Have you ever seen….the Knockout Fist of Joe Louis? (Exhibition),http://data.library.amnh.org/archives-authorities/id/amnhc_5000623
amnhc_4000058,Permanent Exhibition,American Museum of Natural History. Hall of Vertebrate Origins.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000058
amnhc_4000059,Permanent Exhibition,American Museum of Natural History. Harry Frank Guggenheim Hall of Minerals.,http://data.library.amnh.org/archives-authorities/id/amnhc_4000059
