id1,id2,type,role,date
amnhc_4000078,amnhc_4000049,,,
amnhc_4000078,http://id.loc.gov/authorities/names/no90007122,,,
amnhc_4000079,amnhp_1000037,,,
amnhc_4000079,amnhp_1000643,,,
amnhc_4000079,amnhp_1001123,,,
amnhc_4000080,http://id.loc.gov/authorities/names/n2009039892,,,
amnhc_4000080,amnhp_1000318,,,
amnhc_4000080,amnhp_1000508,,,
amnhc_4000080,amnhc_3000045,,,
amnhc_4000080,amnhp_1000950,,,
amnhc_4000080,http://id.loc.gov/authorities/names/n79054195,,,
amnhc_4000080,amnhp_1001814,,,
amnhc_4000081,amnhp_1000413,,,
amnhc_4000081,amnhc_4000029,,,
amnhc_4000082,amnhp_1000373,,,
amnhc_4000082,amnhp_1000802,,,
amnhc_4000082,amnhp_1001225,,,
amnhc_4000082,amnhp_1001493,,,
amnhc_4000082,amnhp_1001837,,,
amnhc_4000083,amnhp_1000843,,,
amnhc_4000083,amnhc_4000062,,,
amnhc_4000083,amnhp_1001999,,,
amnhc_4000084,amnhp_1000222,,,
amnhc_4000084,amnhc_4000010,,,1911
amnhc_4000084,amnhc_4000020,,,1980
amnhc_4000084,amnhp_1001097,,,
amnhc_4000084,amnhc_2000038,,,
amnhc_4000084,amnhp_1001098,,,
amnhc_4000084,amnhp_1002467,,,
amnhc_4000085,amnhc_4000011,,,
amnhc_4000085,amnhp_1000593,,,
amnhc_4000085,amnhp_1001305,,,
amnhc_4000085,amnhc_4000069,,,1971
amnhc_4000085,amnhp_1001560,,,
amnhc_4000085,amnhc_2000325,,,
amnhc_4000086,amnhp_1000020,,,
amnhc_4000086,amnhp_1000814,,,
amnhc_4000086,http://id.loc.gov/authorities/names/n95037608,,,
amnhc_4000086,http://id.loc.gov/authorities/names/nr97036076,,,
amnhc_4000086,amnhc_2000029,,,
amnhc_4000086,amnhp_1001388,,,
amnhc_4000086,amnhp_1001501,,,
amnhc_4000086,amnhp_1001511,,,
amnhc_4000086,amnhp_1001979,,,
amnhc_4000086,http://id.loc.gov/authorities/names/nr93042444,,,
amnhc_4000086,amnhp_1002314,,,
amnhc_4000087,amnhc_4000030,,,
amnhc_4000087,amnhp_1000843,,,
amnhc_4000087,http://id.loc.gov/authorities/names/n79066352,,,
amnhc_4000087,http://id.loc.gov/authorities/names/n86860264,,,
amnhc_4000087,http://id.loc.gov/authorities/names/n88205806,,,
amnhc_4000088,amnhc_2000164,,,
amnhc_4000088,amnhp_1001493,,,
amnhc_4000088,amnhp_1001078,,,
amnhc_4000088,amnhc_2000322,,,
amnhc_4000088,amnhp_1000049,,,
amnhc_4000088,amnhp_1000142,,,
amnhc_4000088,amnhc_5000553,,,1936-03-18
amnhc_4000088,amnhc_2000724,,,
amnhc_4000088,amnhc_2000111,,,
amnhc_4000088,amnhc_2000108,,,
amnhc_4000088,amnhp_1000371,,,
amnhc_4000088,amnhc_5000346,,,1982-06-29
amnhc_4000088,amnhp_1000447,,,
amnhc_4000088,amnhp_1000462,,,
amnhc_4000088,amnhp_1000673,,,
amnhc_4000088,amnhp_1000674,,,
amnhc_4000088,http://id.loc.gov/authorities/names/no96010463,,,
amnhc_4000088,amnhp_1001709,,,
amnhc_4000088,amnhp_1001837,,,
amnhc_4000088,amnhp_1002446,,,
amnhc_4000088,amnhc_2000325,,,
amnhc_4000088,amnhc_5000418,,,1989-01-24
amnhc_4000088,http://id.loc.gov/authorities/names/n82032264,,,
amnhc_4000088,http://id.loc.gov/authorities/names/nr93050931,,,
amnhc_4000088,amnhp_1002244,,,
amnhc_4000089,amnhc_5000253,,,1973-11-01
amnhc_4000089,amnhc_3000045,,org:linkedTo,
amnhc_4000089,amnhc_4000112,,,
amnhc_4000089,amnhc_5000444,,,1993-07-01
amnhc_4000090,amnhc_3000045,,,
amnhc_4000091,amnhc_3000045,,,
amnhc_4000091,amnhc_4000097,,,
amnhc_4000092,amnhc_3000045,,,
amnhc_4000092,amnhc_4000093,,,
amnhc_4000092,amnhc_5000473,,,1996-10-04
amnhc_4000093,amnhp_1000732,,,
amnhc_4000093,amnhc_3000045,,,
amnhc_4000093,amnhc_4000092,,,
amnhc_4000094,amnhc_3000045,,,
amnhc_4000095,amnhc_3000045,,,
amnhc_4000096,amnhc_3000045,,,
amnhc_4000097,amnhc_3000045,,,
amnhc_4000097,amnhc_4000091,,,
amnhc_4000098,amnhc_5000272,,,1974-10-01
amnhc_4000098,amnhc_5000756,,,1957-05-10
amnhc_4000098,amnhc_5000779,,,1968-03-16
amnhc_4000098,amnhc_5000238,,,1971-12
amnhc_4000098,amnhc_5000504,,,2002-03-16
amnhc_4000098,amnhc_5000110,,,1949-12-02
amnhc_4000098,amnhc_5000426,,,1990-03-16
amnhc_4000098,amnhc_5000385,,,1986-01-16
amnhc_4000098,http://id.loc.gov/authorities/names/n91020856,,,
amnhc_4000098,amnhp_1000315,,,
amnhc_4000098,amnhc_5000196,,,1969-05-16
amnhc_4000098,amnhc_5000373,,,1985-10-15
amnhc_4000098,amnhp_1000391,,,
amnhc_4000098,amnhc_5000143,,,1957-07-03
amnhc_4000098,amnhc_5000245,,,1972-05-26
amnhc_4000098,amnhc_5000253,,,1973-11-01
amnhc_4000098,amnhc_5000326,,,1981-12-27
amnhc_4000098,amnhc_5000359,,,1983-01-18
amnhc_4000098,amnhp_1000695,,,
amnhc_4000098,amnhp_1000740,,,
amnhc_4000098,amnhc_5000658,,,1949-05-17
amnhc_4000098,amnhc_5000259,,,1973-03-28
amnhc_4000098,amnhc_5000327,,,1981-01-12
amnhc_4000098,amnhc_5000337,,,1981-03-04
amnhc_4000098,amnhc_4000039,,,
amnhc_4000098,amnhc_4000040,,,
amnhc_4000098,amnhp_1001078,,,
amnhc_4000098,amnhc_5000403,,,1988-12
amnhc_4000098,amnhc_5000667,,,1949-12-07
amnhc_4000098,amnhc_5000283,,,1975-02-14
amnhc_4000098,amnhc_5000447,,,1993-01-22
amnhc_4000098,amnhc_5000287,,,1975-04-07
amnhc_4000098,amnhc_5000700,,,1953-02-11
amnhc_4000098,amnhp_1001320,,,
amnhc_4000098,amnhc_5000319,,,1980-10-15
amnhc_4000098,amnhc_5000605,,,1944-12-16
amnhc_4000098,amnhc_5000637,,,1948-02-09
amnhc_4000098,amnhc_5000383,,,1985-05-24
amnhc_4000098,amnhc_5000682,,,1950-01-05
amnhc_4000098,amnhc_5000360,,,1983-01-25
amnhc_4000098,amnhc_4000075,,,
amnhc_4000098,amnhc_5000772,,,1962-08-08
amnhc_4000098,amnhc_5000113,,,1949-09-30
amnhc_4000098,amnhp_1001623,,,
amnhc_4000098,amnhp_1001663,,,
amnhc_4000098,amnhp_1001667,,,
amnhc_4000098,amnhc_5000175,,,1961-04-18
amnhc_4000098,amnhp_1001686,,,
amnhc_4000098,amnhc_5000291,,,1976-06
amnhc_4000098,http://id.loc.gov/authorities/names/n79022932,,,
amnhc_4000098,amnhp_1001785,,,
amnhc_4000098,amnhp_1001836,,,
amnhc_4000098,amnhc_5000148,,,1958-03-21
amnhc_4000098,amnhp_1001850,,,
amnhc_4000098,amnhc_5000258,,,1973-01-26
amnhc_4000098,amnhc_5000276,,,1974-03-01
amnhc_4000098,amnhc_5000269,,,1974-06-05
amnhc_4000098,amnhc_5000158,,,1959-04-13
amnhc_4000098,amnhc_5000647,,,1948-11-23
amnhc_4000098,amnhc_5000349,,,1983-11
amnhc_4000098,amnhc_5000758,,,1957-11
amnhc_4000098,amnhc_5000149,,,1958-10-27
amnhc_4000098,amnhc_5000141,,,1956-12-05
amnhc_4000098,amnhc_5000335,,,1981-05-20
amnhc_4000098,amnhc_5000293,,,1976-04-01
amnhc_4000098,amnhc_5000612,,,1945-06-16
amnhc_4000098,amnhc_5000664,,,1949-11-04
amnhc_4000098,amnhp_1002268,,,
amnhc_4000099,amnhp_1001369,,,
amnhc_4000099,http://id.loc.gov/authorities/names/no2002097514,,,
amnhc_4000099,amnhp_1000833,,,
amnhc_4000099,amnhp_1002460,,,
amnhc_4000099,amnhp_1001369,identity,employedBy,
amnhc_4000099,http://id.loc.gov/authorities/names/no98059958,,,
amnhc_4000099,amnhc_4000104,,,
amnhc_4000099,http://id.loc.gov/authorities/names/n78087581,,,
amnhc_4000099,amnhp_1002209,,employedBy,
amnhc_4000100,amnhp_1002462,,,
amnhc_4000100,amnhp_1002461,,,
amnhc_4000100,amnhc_4000104,,,
amnhc_4000101,amnhc_4000102,,,
amnhc_4000101,amnhp_1002464,,,
amnhc_4000101,amnhp_1002463,,,
amnhc_4000101,amnhc_4000104,,,
amnhc_4000102,http://id.loc.gov/authorities/names/no2003097664,,,
amnhc_4000102,amnhp_1002452,,,
amnhc_4000102,amnhc_4000104,,,
amnhc_4000102,amnhc_4000101,,,
amnhc_4000102,amnhc_4000112,,,
amnhc_4000103,amnhc_4000104,,,
amnhc_4000104,amnhp_1002458,identity,,1994-
amnhc_4000104,amnhp_1002459,identity,,1994-
amnhc_4000104,amnhp_1002460,identity,,1994-
amnhc_4000104,amnhp_1000833,identity,,1994-
amnhc_4000104,amnhp_1002461,identity,,1994-
amnhc_4000104,amnhp_1002462,identity,,1994-
amnhc_4000104,amnhp_1002463,identity,,1994-
amnhc_4000104,amnhp_1002464,identity,,1994-
amnhc_4000104,http://id.loc.gov/authorities/names/n83004892,,,
amnhc_4000104,amnhc_5000504,,,2002-03-16
amnhc_4000104,http://id.loc.gov/authorities/names/no2003097664,,,
amnhc_4000104,http://id.loc.gov/authorities/names/n80126274,,,
amnhc_4000104,http://id.loc.gov/authorities/names/n78087581,,,
amnhc_4000104,http://id.loc.gov/authorities/names/nr98012867,,,
amnhc_4000104,amnhp_1002453,,employedBy,
amnhc_4000104,amnhp_1002452,,employedBy,
amnhc_4000104,amnhp_1001369,,employedBy,
amnhc_4000104,amnhp_1001537,,employedBy,
amnhc_4000104,http://id.loc.gov/authorities/names/n822705597,,,
amnhc_4000104,http://id.loc.gov/authorities/names/nr98012867,,,
amnhc_4000104,amnhp_1001890,,employedBy,
amnhc_4000104,http://id.loc.gov/authorities/names/n86109833,,employedBy,
amnhc_4000104,amnhp_1002035,,employedBy,
amnhc_4000104,amnhp_1002128,,employedBy,
amnhc_4000104,amnhp_1002209,,employedBy,
amnhc_4000104,amnhc_3000045,,,1935
amnhc_4000104,amnhc_4000099,,,1999-
amnhc_4000104,amnhc_4000100,,,2000-
amnhc_4000104,amnhc_4000101,,,2000-
amnhc_4000104,amnhc_4000102,,,2000-
amnhc_4000104,amnhc_4000112,,,2000-
amnhc_4000104,amnhc_4000103,,,2000-
amnhc_4000105,amnhc_4000006,,,
amnhc_4000105,amnhp_1000278,,,
amnhc_4000105,amnhc_4000017,,,
amnhc_4000105,amnhc_4000026,,,
amnhc_4000105,amnhc_4000032,,,
amnhc_4000105,amnhp_1001569,,,
amnhc_4000106,amnhp_1000017,,,
amnhc_4000106,amnhp_1000026,,,
amnhc_4000106,amnhc_2000048,,,
amnhc_4000106,amnhp_1000042,,,
amnhc_4000106,amnhp_1000047,,,
amnhc_4000106,amnhc_4000007,,,
amnhc_4000106,amnhp_1000842,,,
amnhc_4000106,amnhc_4000068,,,
amnhc_4000106,amnhc_2000033,,,
amnhc_4000106,amnhc_2000027,,,
amnhc_4000106,amnhp_1001603,,,
amnhc_4000106,amnhp_1002011,,,
amnhc_4000107,amnhp_1000184,,,
amnhc_4000108,amnhp_1000311,,,
amnhc_4000109,amnhp_1000652,,,
amnhc_4000109,http://id.loc.gov/authorities/names/n97861627,,,
amnhc_4000109,amnhc_4000110,,,
amnhc_4000109,amnhp_1001550,,,
amnhc_4000110,amnhp_1000652,,,
amnhc_4000110,amnhc_4000109,,,
amnhc_4000110,amnhp_1000687,,,
amnhc_4000110,amnhp_1001550,,,
amnhc_4000111,amnhc_5000037,,,1922-12
amnhc_4000111,amnhp_1000556,,,
amnhc_4000111,amnhp_1000930,,,
amnhc_4000111,amnhp_1001097,,,
amnhc_4000111,amnhp_1001355,,,
amnhc_4000111,amnhc_5000045,,,1923
amnhc_4000111,amnhp_1001815,,,
amnhc_4000111,amnhp_1001840,,,
amnhc_4000111,amnhc_5000597,,,1941-05-17
amnhc_4000112,amnhc_4000089,,,
amnhc_4000112,amnhc_4000104,,,
amnhc_4000112,amnhc_4000102,,,
amnhc_4000113,amnhc_5000364,,,1984-04-13
amnhc_4000113,amnhc_5000367,,,1984-11-09
amnhc_4000113,amnhc_5000381,,,1985-03-19
amnhc_4000113,amnhc_5000395,,,1987-10-09
amnhc_4000113,amnhc_5000408,,,1988-07-22
amnhc_4000113,amnhc_5000374,,,1986-06-06
amnhc_4000113,amnhc_5000391,,,1986-12-12
amnhc_4000113,amnhc_5000372,,,1985-07-15
amnhc_4000113,amnhc_5000409,,,1988-03-30
amnhc_4000114,amnhp_1000261,,,
amnhc_4000114,amnhp_1000373,,,
amnhc_4000114,amnhp_1001078,,,
amnhc_4000114,amnhp_1001659,,,
amnhc_4000114,amnhp_1001837,,,
amnhc_4000114,amnhp_1002094,,,
amnhc_4000114,http://id.loc.gov/authorities/names/n82032264,,,
amnhc_4000120,amnhc_5000685,,,1951-03-19
amnhc_4000120,amnhc_4000004,,,
amnhc_4000120,amnhc_4000059,,,
amnhc_4000120,amnhc_4000064,,,
amnhc_4000120,amnhc_4000074,,,
amnhc_4000120,amnhp_1000085,,,
amnhc_4000120,amnhp_1000843,,,1890
amnhc_4000120,amnhc_5000656,,,1949-04-15
amnhc_4000120,amnhp_1001204,,,
amnhc_4000120,amnhp_1001224,,,
amnhc_4000120,amnhp_1001361,,,1953
amnhc_4000120,amnhp_1001348,,,1964
amnhc_4000120,amnhp_1001441,,,
amnhc_4000120,amnhc_5000630,,,1947-05-17
amnhc_4000120,amnhp_1001465,,,
amnhc_4000120,amnhp_1001468,,,
amnhc_4000120,amnhp_1001560,,,
amnhc_4000120,amnhp_1001668,,,1941
amnhc_4000120,amnhc_5000610,,,1945-08-10
amnhc_4000120,amnhc_5000730,,,1955-04-02
amnhc_4000120,amnhp_1002066,,,
amnhc_4000120,amnhc_5000678,,,1950-08-24
amnhc_4000120,amnhc_5000648,,,1948-11-30
amnhc_4000120,amnhp_1002241,,,1918
amnhc_4000121,amnhc_4000039,,,
amnhc_4000121,amnhc_4000075,,,
amnhc_4000121,amnhp_1001639,,,
amnhc_4000122,http://id.loc.gov/authorities/names/n50047979,,,
amnhc_4000122,amnhc_4000022,,,
amnhc_4000122,http://id.loc.gov/authorities/names/nr2006003372,,,
amnhc_4000122,amnhp_1000341,,,
amnhc_4000122,amnhp_1000794,,,
amnhc_4000122,http://id.loc.gov/authorities/names/n79088906,,,
amnhc_5000005,amnhc_4000033,,,
amnhc_5000005,amnhc_4000111,,,
amnhc_5000005,amnhc_4000067,,,
amnhc_5000005,amnhp_1000300,,,
amnhc_5000005,amnhp_1000315,,,
amnhc_5000005,amnhp_1000391,,,
amnhc_5000005,amnhp_1000383,,,
amnhc_5000005,amnhp_1000483,,,
amnhc_5000005,amnhp_1001022,,,
amnhc_5000005,amnhp_1001179,,,
amnhc_5000005,amnhp_1001366,,,
amnhc_5000005,amnhp_1001377,,,
amnhc_5000005,amnhp_1001993,,,
amnhc_5000006,amnhc_4000033,,,
amnhc_5000006,amnhc_4000056,,,
amnhc_5000006,amnhc_4000060,,,
amnhc_5000006,amnhp_1000384,,,
amnhc_5000006,http://id.loc.gov/authorities/names/nr2004027909,,,
amnhc_5000006,amnhp_1001569,,,
amnhc_5000009,http://id.loc.gov/authorities/names/n91032356,,,
amnhc_5000009,http://id.loc.gov/authorities/names/n82020789,,,
amnhc_5000012,amnhc_4000050,,,
amnhc_5000012,http://id.loc.gov/authorities/names/nr2001003736,,,
amnhc_5000012,amnhp_1002276,,,
amnhc_5000022,amnhp_1001179,,,
amnhc_5000026,amnhc_4000021,,,
amnhc_5000026,amnhc_4000050,,,
amnhc_5000026,amnhc_4000111,,,
amnhc_5000026,http://id.loc.gov/authorities/names/nr2004030819,,,
amnhc_5000026,http://id.loc.gov/authorities/subjects/sh85056383,,,
amnhc_5000026,amnhp_1001042,,,
amnhc_5000026,amnhp_1001560,,,
amnhc_5000026,amnhp_1001735,,,
amnhc_5000026,amnhp_1002276,,,
amnhc_5000032,amnhc_3000003,,,
amnhc_5000032,http://id.loc.gov/authorities/names/n94047012,,,
amnhc_5000032,http://id.loc.gov/authorities/names/no2007096956,,,
amnhc_5000032,http://id.loc.gov/authorities/names/n92062989,,,
amnhc_5000032,http://id.loc.gov/authorities/names/no2015030858,,,
amnhc_5000032,amnhp_1000458,,,
amnhc_5000032,amnhp_1000468,,,
amnhc_5000032,http://id.loc.gov/authorities/names/nr90026309,,,
amnhc_5000032,http://id.loc.gov/authorities/names/n50028528,,,
amnhc_5000032,http://id.loc.gov/authorities/names/no2010078975,,,
amnhc_5000032,http://id.loc.gov/authorities/names/n96084916,,,
amnhc_5000032,amnhp_1001306,,,
amnhc_5000032,http://id.loc.gov/authorities/names/n85057814,,,
amnhc_5000032,amnhp_1001901,,,
amnhc_5000032,amnhp_1001979,,,
amnhc_5000032,http://id.loc.gov/authorities/names/nr98038486,,,
amnhc_5000032,http://id.loc.gov/authorities/names/n84226620,,,
amnhc_5000032,amnhp_1002280,,,
amnhc_5000032,http://id.loc.gov/authorities/names/n83054280,,,
amnhc_5000036,http://id.loc.gov/authorities/names/n50070920,,,
amnhc_5000037,amnhp_1000017,,,
amnhc_5000037,amnhc_4000111,,,
amnhc_5000037,http://id.loc.gov/authorities/names/no94039971,,,
amnhc_5000037,amnhp_1001988,,,
amnhc_5000045,amnhc_4000111,,,
amnhc_5000045,http://id.loc.gov/authorities/names/n00123340,,,
amnhc_5000045,amnhp_1001204,,,
amnhc_5000045,http://id.loc.gov/authorities/names/n79132010,,,
amnhc_5000045,http://id.loc.gov/authorities/names/n86810287,,,
amnhc_5000045,http://id.loc.gov/authorities/names/n50050646,,,
amnhc_5000045,http://id.loc.gov/authorities/names/no96002189,,,
amnhc_5000045,http://id.loc.gov/authorities/names/n79008243,,,
amnhc_5000048,amnhp_1000145,,,
amnhc_5000048,amnhp_1001087,,,
amnhc_5000048,http://id.loc.gov/authorities/names/n50070920,,,
amnhc_5000048,http://id.loc.gov/authorities/names/no2017127702,,,
amnhc_5000054,amnhc_4000062,,,
amnhc_5000054,amnhp_1000042,,,
amnhc_5000054,amnhp_1000047,,,
amnhc_5000054,http://id.loc.gov/authorities/names/n79108313,,,
amnhc_5000054,http://id.loc.gov/authorities/names/n79100565,,,
amnhc_5000054,http://id.loc.gov/authorities/names/n79053959,,,
amnhc_5000054,amnhp_1001901,,,
amnhc_5000075,amnhc_4000021,,,
amnhc_5000094,amnhc_4000012,,,
amnhc_5000096,amnhc_4000021,,,
amnhc_5000098,amnhc_3000003,,,
amnhc_5000098,amnhp_1000157,,,
amnhc_5000098,http://id.loc.gov/authorities/names/n79034839,,,
amnhc_5000098,amnhp_1001889,,,
amnhc_5000105,amnhc_2000455,,,
amnhc_5000105,amnhp_1001464,,,
amnhc_5000106,amnhc_3000045,,,
amnhc_5000110,amnhc_4000098,,,
amnhc_5000111,amnhc_4000021,,,
amnhc_5000113,amnhp_1000192,,,
amnhc_5000113,http://id.loc.gov/authorities/names/n85353230,,,
amnhc_5000113,http://id.loc.gov/authorities/names/n50053023,,,
amnhc_5000113,amnhc_4000098,,,
amnhc_5000113,http://id.loc.gov/authorities/names/n87846131,,,
amnhc_5000113,amnhp_1002075,,,
amnhc_5000127,amnhc_3000003,,,
amnhc_5000127,amnhp_1000157,,,
amnhc_5000127,http://id.loc.gov/authorities/names/n85320638,,,
amnhc_5000127,amnhp_1002119,,,
amnhc_5000131,amnhc_4000021,,,
amnhc_5000131,amnhc_4000036,,,
amnhc_5000131,http://id.loc.gov/authorities/names/n80033871,,,
amnhc_5000134,amnhc_4000021,,,
amnhc_5000134,amnhp_1001729,,,
amnhc_5000135,http://id.loc.gov/authorities/names/no2011053877,,,
amnhc_5000135,amnhc_4000021,,,
amnhc_5000135,amnhc_4000031,,,
amnhc_5000135,http://id.loc.gov/authorities/names/n82144169,,,
amnhc_5000138,amnhc_4000012,,,
amnhc_5000140,http://id.loc.gov/authorities/names/no2002036435,,,
amnhc_5000140,amnhc_3000009,,,
amnhc_5000140,http://id.loc.gov/authorities/names/n81147199,,,
amnhc_5000140,http://id.loc.gov/authorities/names/n79017947,,,
amnhc_5000140,amnhp_1002282,,,
amnhc_5000141,amnhc_3000007,,,
amnhc_5000141,amnhp_1000157,,,
amnhc_5000141,amnhc_4000098,,,
amnhc_5000141,amnhp_1001844,,,
amnhc_5000143,amnhp_1001592,,,
amnhc_5000143,amnhc_4000098,,,
amnhc_5000143,amnhp_1001848,,,
amnhc_5000146,amnhc_4000012,,,
amnhc_5000148,amnhc_3000047,,,
amnhc_5000148,amnhp_1000250,,,
amnhc_5000148,amnhc_300045,,,
amnhc_5000148,amnhc_4000098,,,
amnhc_5000148,amnhp_1002269,,,
amnhc_5000149,amnhc_4000098,,,
amnhc_5000150,amnhc_3000017,,,
amnhc_5000150,amnhc_4000062,,,
amnhc_5000150,amnhp_1000209,,,
amnhc_5000150,http://id.loc.gov/authorities/names/n81134023,,,
amnhc_5000150,http://id.loc.gov/authorities/names/n79055371,,,
amnhc_5000150,http://id.loc.gov/authorities/names/n88027650,,,
amnhc_5000150,http://id.loc.gov/authorities/names/n80036744,,,
amnhc_5000150,http://id.loc.gov/authorities/names/n79006435,,,
amnhc_5000150,http://id.loc.gov/authorities/names/n87129188,,,
amnhc_5000152,amnhc_4000012,,,
amnhc_5000152,http://id.loc.gov/authorities/names/n2003074892,,,
amnhc_5000155,amnhc_4000012,,,
amnhc_5000156,amnhc_4000012,,,
amnhc_5000157,amnhc_4000012,,,
amnhc_5000158,amnhc_4000098,,,
amnhc_5000162,amnhc_4000012,,,
amnhc_5000162,amnhp_1000405,,,
amnhc_5000162,amnhp_1000499,,,
amnhc_5000164,amnhc_4000012,,,
amnhc_5000167,amnhc_4000012,,,
amnhc_5000167,amnhc_3000003,,,
amnhc_5000167,http://id.loc.gov/authorities/names/n81063384,,,
amnhc_5000167,amnhp_1002121,,,
amnhc_5000172,amnhc_4000012,,,
amnhc_5000172,amnhc_3000009,,,
amnhc_5000172,amnhc_3000042,,,
amnhc_5000172,amnhp_1000405,,,
amnhc_5000172,amnhp_1001179,,,
amnhc_5000174,amnhc_4000012,,,
amnhc_5000175,amnhc_4000098,,,
amnhc_5000178,amnhc_4000012,,,
amnhc_5000178,amnhc_3000009,,,
amnhc_5000178,http://id.loc.gov/vocabulary/organizations/nncg,,,
amnhc_5000178,amnhp_1001399,,,
amnhc_5000179,amnhc_4000012,,,
amnhc_5000179,amnhp_1000042,,,
amnhc_5000179,amnhp_1000190,,,
amnhc_5000179,amnhp_1000322,,,
amnhc_5000179,amnhp_1000350,,,
amnhc_5000179,amnhc_2000167,,,
amnhc_5000179,amnhp_1000373,,,
amnhc_5000179,amnhp_1000643,,,
amnhc_5000179,amnhp_1000802,,,
amnhc_5000179,amnhp_1000851,,,
amnhc_5000179,amnhp_1000965,,,
amnhc_5000179,amnhp_1001324,,,
amnhc_5000179,http://id.loc.gov/authorities/names/n79042179,,,
amnhc_5000179,amnhp_1001603,,,
amnhc_5000179,amnhc_2000118,,,
amnhc_5000179,amnhp_1001785,,,
amnhc_5000179,amnhp_1002208,,,
amnhc_5000179,amnhp_1002316,,,
amnhc_5000183,amnhc_4000012,,,
amnhc_5000183,amnhc_3000020,,,
amnhc_5000183,amnhp_1000067,,,
amnhc_5000183,amnhp_1000068,,,
amnhc_5000183,http://id.loc.gov/authorities/names/n79060505,,,
amnhc_5000183,http://id.loc.gov/authorities/names/n85046706,,,
amnhc_5000183,amnhp_1000361,,,
amnhc_5000183,http://id.loc.gov/authorities/names/n96043732,,,
amnhc_5000183,amnhp_1000827,,,
amnhc_5000183,http://id.loc.gov/authorities/names/n83139109,,,
amnhc_5000183,http://id.loc.gov/authorities/names/n50028929,,,
amnhc_5000183,amnhp_1001598,,,
amnhc_5000183,amnhp_1002284,,,
amnhc_5000186,amnhc_4000012,,,
amnhc_5000187,amnhc_4000012,,,
amnhc_5000187,amnhc_4000074,,,
amnhc_5000187,amnhp_1001348,,,
amnhc_5000191,amnhc_4000012,,,
amnhc_5000196,amnhc_3000003,,,
amnhc_5000196,amnhc_3000009,,,
amnhc_5000196,amnhc_4000098,,,
amnhc_5000196,amnhp_1001729,,,
amnhc_5000196,http://id.loc.gov/authorities/names/n82099776,,,
amnhc_5000196,amnhp_1001889,,,
amnhc_5000200,amnhc_4000012,,,
amnhc_5000213,amnhc_4000012,,,
amnhc_5000223,amnhc_4000001,,,
amnhc_5000223,amnhc_3000003,,,
amnhc_5000223,amnhp_1002559,,,
amnhc_5000223,amnhc_2000049,,,
amnhc_5000223,amnhc_2000038,,,
amnhc_5000223,amnhp_1001230,,,
amnhc_5000229,amnhc_4000012,,,
amnhc_5000232,amnhc_3000003,,,
amnhc_5000232,amnhc_4000021,,,
amnhc_5000232,amnhp_1002559,,,
amnhc_5000232,http://id.loc.gov/authorities/names/n79006752,,,
amnhc_5000232,http://id.loc.gov/authorities/names/n92054665,,,
amnhc_5000233,amnhc_4000012,,,
amnhc_5000237,amnhc_4000001,,,
amnhc_5000237,amnhc_3000032,,,
amnhc_5000237,amnhc_4000082,,,
amnhc_5000237,http://id.loc.gov/authorities/subjects/sh2006003270,,,
amnhc_5000237,amnhp_1000935,,,
amnhc_5000238,amnhc_4000098,,,
amnhc_5000245,amnhc_4000098,,,
amnhc_5000252,amnhc_3000009,,,
amnhc_5000252,amnhc_3000020,,,
amnhc_5000252,amnhc_3000032,,,
amnhc_5000252,amnhc_4000019,,,
amnhc_5000252,amnhp_1000637,,,
amnhc_5000252,amnhp_1001873,,,
amnhc_5000253,amnhc_4000098,,,
amnhc_5000253,amnhc_4000089,,,
amnhc_5000258,amnhc_4000098,,,
amnhc_5000259,amnhc_4000098,,,
amnhc_5000261,amnhc_3000007,,,
amnhc_5000261,amnhc_3000009,,,
amnhc_5000261,http://id.loc.gov/authorities/names/n50069299,,,
amnhc_5000261,amnhp_1001753,,,
amnhc_5000261,amnhp_1002135,,,
amnhc_5000264,amnhc_4000019,,,
amnhc_5000265,amnhp_1000017,,,
amnhc_5000265,amnhc_4000002,,,
amnhc_5000265,amnhc_3000009,,,
amnhc_5000265,amnhp_1001873,,,
amnhc_5000266,amnhc_4000019,,,
amnhc_5000268,amnhc_3000009,,,
amnhc_5000268,http://id.loc.gov/authorities/names/no2014138969,,,
amnhc_5000268,amnhc_5000447,,,
amnhc_5000269,amnhc_4000098,,,
amnhc_5000270,amnhc_4000019,,,
amnhc_5000271,amnhc_4000001,,,
amnhc_5000272,amnhc_4000098,,,
amnhc_5000273,amnhc_4000012,,,
amnhc_5000274,amnhc_4000001,,,
amnhc_5000274,amnhc_3000009,,,
amnhc_5000274,amnhc_3000015,,,
amnhc_5000274,http://id.loc.gov/authorities/names/no2016136829,,,
amnhc_5000274,amnhp_1000170,,,
amnhc_5000274,amnhp_1001941,,,
amnhc_5000275,amnhc_4000012,,,
amnhc_5000276,amnhc_3000009,,,
amnhc_5000276,amnhc_3000013,,,
amnhc_5000276,amnhc_4000051,,,
amnhc_5000276,amnhp_1000407,,,
amnhc_5000276,amnhp_1001258,,,
amnhc_5000276,amnhc_4000098,,,
amnhc_5000276,http://id.loc.gov/authorities/names/n50070920,,,
amnhc_5000276,amnhp_1001869,,,
amnhc_5000278,amnhc_4000019,,,
amnhc_5000279,amnhc_4000019,,,
amnhc_5000282,amnhc_4000019,,,
amnhc_5000283,amnhc_4000098,,,
amnhc_5000287,amnhc_4000098,,,
amnhc_5000288,amnhc_4000012,,,
amnhc_5000289,amnhc_3000009,,,
