id,url,title,dateIssued,pdfUrl,thumbUrl
6230,http://digitallibrary.amnh.org/handle/2246/6230?show=full,"Annual report, 1916.",1917-05-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6230/R1916.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6230/R1916.pdf.jpg?sequence=4&isAllowed=y
6229,http://digitallibrary.amnh.org/handle/2246/6229?show=full,"Annual report, 1915.",1916-02-07,http://digitallibrary.amnh.org/bitstream/handle/2246/6229/R1915.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6229/R1915.pdf.jpg?sequence=4&isAllowed=y
6228,http://digitallibrary.amnh.org/handle/2246/6228?show=full,"Annual report, 1914.",1915-02-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6228/R1914.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6228/R1914.pdf.jpg?sequence=4&isAllowed=y
6227,http://digitallibrary.amnh.org/handle/2246/6227?show=full,"Annual report, 1913.",1914-02-02,http://digitallibrary.amnh.org/bitstream/handle/2246/6227/R1913.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6227/R1913.pdf.jpg?sequence=4&isAllowed=y
6226,http://digitallibrary.amnh.org/handle/2246/6226?show=full,"Annual report, 1912.",1913-02-03,http://digitallibrary.amnh.org/bitstream/handle/2246/6226/R1912.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6226/R1912.pdf.jpg?sequence=4&isAllowed=y
6207,http://digitallibrary.amnh.org/handle/2246/6207?show=full,"Annual report, 1892.",1893,http://digitallibrary.amnh.org/bitstream/handle/2246/6207/R1892.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6207/R1892.pdf.jpg?sequence=4&isAllowed=y
6206,http://digitallibrary.amnh.org/handle/2246/6206?show=full,"Annual report, 1891.",1892,http://digitallibrary.amnh.org/bitstream/handle/2246/6206/R1891.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6206/R1891.pdf.jpg?sequence=4&isAllowed=y
6205,http://digitallibrary.amnh.org/handle/2246/6205?show=full,"Annual report, 1890-1891.",1891,http://digitallibrary.amnh.org/bitstream/handle/2246/6205/R1890.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6205/R1890.pdf.jpg?sequence=4&isAllowed=y
6204,http://digitallibrary.amnh.org/handle/2246/6204?show=full,"Annual report, 1889-1890.",1890,http://digitallibrary.amnh.org/bitstream/handle/2246/6204/R1889.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6204/R1889.pdf.jpg?sequence=4&isAllowed=y
6203,http://digitallibrary.amnh.org/handle/2246/6203?show=full,"Annual report, 1888-1889.",1889,http://digitallibrary.amnh.org/bitstream/handle/2246/6203/R1888.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6203/R1888.pdf.jpg?sequence=4&isAllowed=y
6202,http://digitallibrary.amnh.org/handle/2246/6202?show=full,"Annual report, 1887-1888.",1888,http://digitallibrary.amnh.org/bitstream/handle/2246/6202/R1887.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6202/R1887.pdf.jpg?sequence=4&isAllowed=y
6201,http://digitallibrary.amnh.org/handle/2246/6201?show=full,"Annual report, 1886-1887.",1887,http://digitallibrary.amnh.org/bitstream/handle/2246/6201/R1886.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6201/R1886.pdf.jpg?sequence=4&isAllowed=y
6200,http://digitallibrary.amnh.org/handle/2246/6200?show=full,"Annual report, 1885-1886",1886,http://digitallibrary.amnh.org/bitstream/handle/2246/6200/R1885.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6200/R1885.pdf.jpg?sequence=4&isAllowed=y
6199,http://digitallibrary.amnh.org/handle/2246/6199?show=full,"Annual report, 1884-1885.",1885,http://digitallibrary.amnh.org/bitstream/handle/2246/6199/R1884a.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6199/R1884a.pdf.jpg?sequence=4&isAllowed=y
6198,http://digitallibrary.amnh.org/handle/2246/6198?show=full,"Annual report, 1883.",1884-03,http://digitallibrary.amnh.org/bitstream/handle/2246/6198/R1884.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6198/R1884.pdf.jpg?sequence=4&isAllowed=y
6197,http://digitallibrary.amnh.org/handle/2246/6197?show=full,"Annual report, 1882.",1883-05-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6197/R1883.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6197/R1883.pdf.jpg?sequence=4&isAllowed=y
6196,http://digitallibrary.amnh.org/handle/2246/6196?show=full,"Annual report, 1881.",1882-02-15,http://digitallibrary.amnh.org/bitstream/handle/2246/6196/R1882.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6196/R1882.pdf.jpg?sequence=4&isAllowed=y
6195,http://digitallibrary.amnh.org/handle/2246/6195?show=full,"Annual report, 1880.",1881-02-15,http://digitallibrary.amnh.org/bitstream/handle/2246/6195/R1881.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6195/R1881.pdf.jpg?sequence=4&isAllowed=y
6194,http://digitallibrary.amnh.org/handle/2246/6194?show=full,"Annual report, 1879.",1880-02-10,http://digitallibrary.amnh.org/bitstream/handle/2246/6194/R1880.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6194/R1880.pdf.jpg?sequence=4&isAllowed=y
6193,http://digitallibrary.amnh.org/handle/2246/6193?show=full,"Annual report, 1878.",1879-01-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6193/R1879.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6193/R1879.pdf.jpg?sequence=4&isAllowed=y
6192,http://digitallibrary.amnh.org/handle/2246/6192?show=full,"Annual report, 1876-1877.",1878-01-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6192/R1878.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6192/R1878.pdf.jpg?sequence=4&isAllowed=y
6191,http://digitallibrary.amnh.org/handle/2246/6191?show=full,"Annual report, 1875.",1875-12-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6191/R1875.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6191/R1875.pdf.jpg?sequence=4&isAllowed=y
6190,http://digitallibrary.amnh.org/handle/2246/6190?show=full,"Annual Report, 1873-1874.",1874-12-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6190/R1874.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6190/R1874.pdf.jpg?sequence=4&isAllowed=y
6189,http://digitallibrary.amnh.org/handle/2246/6189?show=full,"Annual Report, 1869.",1870-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6189/R1870.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6189/R1870.pdf.jpg?sequence=4&isAllowed=y
6188,http://digitallibrary.amnh.org/handle/2246/6188?show=full,"Annual Report, 1871-1872.",1872-11,http://digitallibrary.amnh.org/bitstream/handle/2246/6188/R1872.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6188/R1872.pdf.jpg?sequence=4&isAllowed=y
6187,http://digitallibrary.amnh.org/handle/2246/6187?show=full,"Annual Report, 1870.",1871-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6187/R1871.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6187/R1871.pdf.jpg?sequence=4&isAllowed=y
6225,http://digitallibrary.amnh.org/handle/2246/6225?show=full,"Annual report, 1911.",1912-02-05,http://digitallibrary.amnh.org/bitstream/handle/2246/6225/R1911.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6225/R1911.pdf.jpg?sequence=4&isAllowed=y
6224,http://digitallibrary.amnh.org/handle/2246/6224?show=full,"Annual report, 1910.",1911-02-13,http://digitallibrary.amnh.org/bitstream/handle/2246/6224/R1910.pdf?sequence=3&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6224/R1910.pdf.jpg?sequence=5&isAllowed=y
6223,http://digitallibrary.amnh.org/handle/2246/6223?show=full,"Annual report, 1908.",1909-05-01,http://digitallibrary.amnh.org/bitstream/handle/2246/6223/R1908.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6223/R1908.pdf.jpg?sequence=4&isAllowed=y
6222,http://digitallibrary.amnh.org/handle/2246/6222?show=full,"Annual report, 1907.",1908,http://digitallibrary.amnh.org/bitstream/handle/2246/6222/R1907.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6222/R1907.pdf.jpg?sequence=4&isAllowed=y
6221,http://digitallibrary.amnh.org/handle/2246/6221?show=full,"Annual report, 1906.",1907,http://digitallibrary.amnh.org/bitstream/handle/2246/6221/R1906.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6221/R1906.pdf.jpg?sequence=4&isAllowed=y
6220,http://digitallibrary.amnh.org/handle/2246/6220?show=full,"Annual report, 1905.",1906,http://digitallibrary.amnh.org/bitstream/handle/2246/6220/R1905.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6220/R1905.pdf.jpg?sequence=4&isAllowed=y
6219,http://digitallibrary.amnh.org/handle/2246/6219?show=full,"Annual report, 1904.",1905,http://digitallibrary.amnh.org/bitstream/handle/2246/6219/R1904.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6219/R1904.pdf.jpg?sequence=4&isAllowed=y
6218,http://digitallibrary.amnh.org/handle/2246/6218?show=full,"Annual report, 1903.",1904,http://digitallibrary.amnh.org/bitstream/handle/2246/6218/R1903.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6218/R1903.pdf.jpg?sequence=4&isAllowed=y
6217,http://digitallibrary.amnh.org/handle/2246/6217?show=full,"Annual report, 1902.",1903,http://digitallibrary.amnh.org/bitstream/handle/2246/6217/R1902.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6217/R1902.pdf.jpg?sequence=4&isAllowed=y
6216,http://digitallibrary.amnh.org/handle/2246/6216?show=full,"Annual report, 1901.",1902,http://digitallibrary.amnh.org/bitstream/handle/2246/6216/R1901.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6216/R1901.pdf.jpg?sequence=4&isAllowed=y
6215,http://digitallibrary.amnh.org/handle/2246/6215?show=full,"Annual report, 1900.",1901,http://digitallibrary.amnh.org/bitstream/handle/2246/6215/R1900.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6215/R1900.pdf.jpg?sequence=4&isAllowed=y
6214,http://digitallibrary.amnh.org/handle/2246/6214?show=full,"Annual report, 1899.",1900,http://digitallibrary.amnh.org/bitstream/handle/2246/6214/R1899.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6214/R1899.pdf.jpg?sequence=4&isAllowed=y
6213,http://digitallibrary.amnh.org/handle/2246/6213?show=full,"Annual report, 1898.",1899,http://digitallibrary.amnh.org/bitstream/handle/2246/6213/R1898.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6213/R1898.pdf.jpg?sequence=4&isAllowed=y
6212,http://digitallibrary.amnh.org/handle/2246/6212?show=full,"Annual report, 1897.",1898,http://digitallibrary.amnh.org/bitstream/handle/2246/6212/R1897.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6212/R1897.pdf.jpg?sequence=4&isAllowed=y
6211,http://digitallibrary.amnh.org/handle/2246/6211?show=full,"Annual report, 1896.",1897,http://digitallibrary.amnh.org/bitstream/handle/2246/6211/R1896.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6211/R1896.pdf.jpg?sequence=4&isAllowed=y
6210,http://digitallibrary.amnh.org/handle/2246/6210?show=full,"Annual report, 1895.",1896,http://digitallibrary.amnh.org/bitstream/handle/2246/6210/R1895.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6210/R1895.pdf.jpg?sequence=4&isAllowed=y
6209,http://digitallibrary.amnh.org/handle/2246/6209?show=full,"Annual report, 1894.",1895,http://digitallibrary.amnh.org/bitstream/handle/2246/6209/R1894.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6209/R1894.pdf.jpg?sequence=4&isAllowed=y
6208,http://digitallibrary.amnh.org/handle/2246/6208?show=full,"Annual report, 1893.",1894,http://digitallibrary.amnh.org/bitstream/handle/2246/6208/R1893.pdf?sequence=1&isAllowed=y,http://digitallibrary.amnh.org/bitstream/handle/2246/6208/R1893.pdf.jpg?sequence=4&isAllowed=y
